id,organization_id,tenant_id,allotment_id,from_date,to_date,reason,created_by,created_at
0c5da19d-44c2-4142-9c1f-e56e0599242b,00000000-0000-0000-0000-000000000001,4628a4bf-d4c5-9e5d-471c-271b9f3e7d03,460261c6-c1c2-4654-81fa-19637f3602a8,2026-02-07,2026-03-09,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-04-01 08:45:09.489002+00
4ae69a96-e97d-489e-820e-3e6994639a6a,00000000-0000-0000-0000-000000000001,5fee0a79-3970-704a-2332-f7c7598e86c1,fad9c620-d9d5-479c-981d-4bc0521c94bb,2026-02-17,2026-03-20,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-04-01 09:07:37.817302+00
0640b7e4-dd13-414e-9a2f-fa928cdcf1b9,00000000-0000-0000-0000-000000000001,2794ccf7-4966-f00d-35d6-34ac17db73ea,29309a70-09a1-4c35-b877-ca27b04ec436,2026-03-01,2026-03-31,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-04-01 09:10:04.486604+00
39c5ece1-fed0-46f8-a5ba-d213f9a5f95e,00000000-0000-0000-0000-000000000001,073e4bd7-f1f1-49d3-604f-c365b9952a6c,e70ad66e-a26a-4c8b-a6e1-9743710c50f9,2026-03-01,2026-03-31,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-04-01 09:10:38.726079+00
a3b68ce3-3f77-4b9d-bdf9-d399a2ca4332,00000000-0000-0000-0000-000000000001,66fbcb59-3d06-d8cc-b1d5-53f38a599207,b6b48bf2-25a2-4810-9338-b1847a53c5ed,2026-03-01,2026-03-31,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-04-01 09:11:11.085412+00
2952a4cd-0d8a-4538-87d2-eb002b4926fd,00000000-0000-0000-0000-000000000001,6f622055-47c5-9b2c-b332-2d5d01953e51,020b9ca6-f237-414a-a692-e254856c4cef,2026-03-01,2026-03-31,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-04-01 09:11:44.541714+00
3d693cd2-9afb-4868-90ce-c18368d7aa04,00000000-0000-0000-0000-000000000001,4c4ad4c9-59bf-f152-d0ff-6502ec564cc9,91e9c4a4-cf9f-4ea2-bbce-8ca8d01150ff,2026-03-01,2026-03-31,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-04-01 09:12:01.146913+00
b6a6ba9d-391e-4534-a89d-a08cd99b4cfa,00000000-0000-0000-0000-000000000001,9653a402-ff75-bbdf-8cc6-1cb0ca01f233,81f71080-dac7-40e9-bb6b-3526cdd47015,2026-02-15,2026-03-17,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-04-01 09:13:01.245371+00
b406b473-e055-4a17-907c-b45f43ef38f5,00000000-0000-0000-0000-000000000001,b19dfc6c-a5d5-734c-3d3d-6389c281b3bb,2ddbff71-425b-4f25-a932-e1bf574b2035,2026-03-06,2026-03-29,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-04-01 09:14:15.577433+00
b11af265-c85e-4026-8907-3a492b40f216,00000000-0000-0000-0000-000000000001,b285539d-6e4c-f6f5-ee68-2dc683541067,8199be90-a807-4cdf-9133-819a6efc1905,2026-04-03,2026-04-03,null,f6623646-3abe-4faf-bff7-684ea1f04e96,2026-04-05 17:59:56.668248+00
c09ed9a9-8202-43f1-837d-8080cba13f5f,00000000-0000-0000-0000-000000000001,073e4bd7-f1f1-49d3-604f-c365b9952a6c,e70ad66e-a26a-4c8b-a6e1-9743710c50f9,2026-04-01,2026-04-30,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-04-30 08:05:34.483973+00
7d37eb22-fdc5-48a7-aebe-a39d467a3564,00000000-0000-0000-0000-000000000001,2794ccf7-4966-f00d-35d6-34ac17db73ea,29309a70-09a1-4c35-b877-ca27b04ec436,2026-04-01,2026-04-30,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-04-30 08:05:58.592349+00
83858e3b-8783-4bf6-b64e-74b526afa551,00000000-0000-0000-0000-000000000001,d751c131-c1c9-4f5c-88f8-7e4c6cb710b3,452510c9-42bd-481f-b8df-4cfcdf59bb2f,2026-04-16,2026-05-31,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-04-30 08:06:34.020504+00
0db8e0f7-421d-485a-88df-1d5d35cc80ad,00000000-0000-0000-0000-000000000001,4505ca5d-0961-03c9-5943-ffda2a5ae270,0f6ef705-bedc-4008-88a1-8c600fe56c57,2026-04-27,2026-05-31,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-04-30 08:07:44.551926+00
8886037d-70f2-43a2-be04-c43543eae08f,00000000-0000-0000-0000-000000000001,1a171004-7682-1c39-e6a2-758b668c33b0,d700c1e9-4564-4c4d-a800-2b6d68e962f7,2026-04-03,2026-05-03,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-05-01 08:08:13.268311+00
fd23cbdb-79de-48a3-8b65-e63cf3ccbd76,00000000-0000-0000-0000-000000000001,073e4bd7-f1f1-49d3-604f-c365b9952a6c,e70ad66e-a26a-4c8b-a6e1-9743710c50f9,2026-05-01,2026-05-16,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-05-30 07:32:38.91288+00
04076a9a-a711-435f-80c1-5b230d246640,00000000-0000-0000-0000-000000000001,073e4bd7-f1f1-49d3-604f-c365b9952a6c,e70ad66e-a26a-4c8b-a6e1-9743710c50f9,2026-05-21,2026-05-31,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-05-30 07:32:50.624614+00
b0cf875b-8958-466e-be02-bd96d5447995,00000000-0000-0000-0000-000000000001,c49181cd-07c5-4c6a-a996-4146d002c886,d01b8836-44a2-4310-a6f9-2f87d399cc4a,2026-05-23,2026-05-31,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-05-30 07:45:21.607214+00
1f6251d2-8d89-4135-abc2-6446ac53cdfb,00000000-0000-0000-0000-000000000001,c49181cd-07c5-4c6a-a996-4146d002c886,d01b8836-44a2-4310-a6f9-2f87d399cc4a,2026-06-01,2026-07-06,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-05-30 07:45:43.317207+00
1bc3db9c-2ce6-4df4-b358-1e710e1200b4,00000000-0000-0000-0000-000000000001,a467df39-5ec5-465e-a471-e2b54be7bc71,b158eb96-519d-492e-9c1c-6a34701ba7e6,2026-05-23,2026-07-06,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-05-30 07:46:05.069269+00
b465da29-a72d-4653-ae38-3be4bd6ba37c,00000000-0000-0000-0000-000000000001,8334eb99-0bc0-3c80-9ff8-83bea3d7b5ef,cae46a0c-8545-4ee9-ae5e-3f94bfa02442,2026-05-01,2026-05-25,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-05-31 08:20:47.017599+00
dff235ed-be5d-4b39-b6a9-7a1edc3d6752,00000000-0000-0000-0000-000000000001,2bd67002-1f8f-faff-efc5-5063dbedf10f,fe2ad17f-410e-481b-ab4d-af0e65a40934,2026-06-01,2026-06-30,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-06-11 11:18:04.214883+00
57af90e6-e16f-4305-9f29-59ee2964d2fd,00000000-0000-0000-0000-000000000001,fc8a412e-e0d4-35e1-37fa-5f798b7dc7f4,ed381183-4ca6-4302-84bc-e1e05958ed09,2026-06-01,2026-06-30,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-06-11 11:18:44.50202+00
7532e3ae-4c86-43d3-9699-043e92bc9b1b,00000000-0000-0000-0000-000000000001,6542b72b-196a-4538-a690-2db7cc212936,ad2138de-e1c7-4dff-92d0-7f9ade15e56a,2026-06-01,2026-06-30,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-06-11 11:19:29.415024+00
57bb86e0-0e5d-45b5-99f4-e13d8a1648e9,00000000-0000-0000-0000-000000000001,bb91db20-f031-af83-8e52-9b613ace7567,47e496e6-1ae7-4640-bcfd-9bdb5ecb1d89,2026-06-01,2026-06-30,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-06-11 11:19:47.202911+00
75737225-1101-44e5-9a78-35b6894c2318,00000000-0000-0000-0000-000000000001,e6dde6a9-4da9-d1a2-802a-faf5db207e8e,948c83b1-ecc1-440f-9997-479b290ef8a0,2026-06-01,2026-06-08,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-06-26 10:59:03.16377+00
fb922df8-3cb3-45e7-a3a3-73d7e62004b4,00000000-0000-0000-0000-000000000001,f70ae790-e17b-aca8-a21a-82ddd895450b,53e90bf9-8b82-4fc9-ac46-406163bf802d,2026-06-07,2026-06-28,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-06-29 09:35:09.749253+00
a00f804d-f6c5-4f65-888a-b9ee2e45fd64,00000000-0000-0000-0000-000000000001,89d188b4-94a9-2f97-e068-155ed8ec3f5e,9ddc3b2e-3ea3-44e6-b674-4cc843ee0e0d,2026-06-05,2026-06-30,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-06-30 11:06:50.586935+00
6b961230-f335-49d3-b248-f628ab88ce44,00000000-0000-0000-0000-000000000001,89d188b4-94a9-2f97-e068-155ed8ec3f5e,9ddc3b2e-3ea3-44e6-b674-4cc843ee0e0d,2026-07-01,2026-07-05,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-06-30 11:09:25.207496+00
4aa80a96-579c-4048-8060-4317333b2029,00000000-0000-0000-0000-000000000001,073e4bd7-f1f1-49d3-604f-c365b9952a6c,e70ad66e-a26a-4c8b-a6e1-9743710c50f9,2026-06-26,2026-06-30,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-06-30 11:38:23.927243+00
8f5586ef-be4d-4bba-a0cb-de78cc1e0a85,00000000-0000-0000-0000-000000000001,073e4bd7-f1f1-49d3-604f-c365b9952a6c,e70ad66e-a26a-4c8b-a6e1-9743710c50f9,2026-07-01,2026-07-31,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-06-30 11:38:46.819783+00
a1a251eb-0a27-4d40-b7cb-4ed8ec2419ad,00000000-0000-0000-0000-000000000001,e6dde6a9-4da9-d1a2-802a-faf5db207e8e,948c83b1-ecc1-440f-9997-479b290ef8a0,2026-07-23,2026-07-31,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-07-21 06:54:48.201251+00
c081727f-2632-42db-a727-b4581c749935,00000000-0000-0000-0000-000000000001,e6dde6a9-4da9-d1a2-802a-faf5db207e8e,948c83b1-ecc1-440f-9997-479b290ef8a0,2026-08-01,2026-08-23,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-07-23 06:35:51.8309+00
70a7f0eb-89c1-48b3-b239-034e623085f6,00000000-0000-0000-0000-000000000001,44bf5771-a669-438c-a190-88aab999cfae,aabe391a-b8fc-4f8b-9b7c-414468bc4d54,2026-07-01,2026-07-26,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-07-02 11:27:59.877214+00
e987c7aa-a05b-471b-b87e-290234b8aa36,00000000-0000-0000-0000-000000000001,073e4bd7-f1f1-49d3-604f-c365b9952a6c,e70ad66e-a26a-4c8b-a6e1-9743710c50f9,2026-08-01,2026-08-09,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-08-04 07:04:18.682183+00
e136e88e-347f-4d11-97ac-d68019ff474a,00000000-0000-0000-0000-000000000001,073e4bd7-f1f1-49d3-604f-c365b9952a6c,e70ad66e-a26a-4c8b-a6e1-9743710c50f9,2026-08-15,2026-08-31,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-08-04 07:04:35.372632+00
