id,organization_id,payment_date,payment_mode,amount_paid,created_at,receipt_number,bank_account_id,reference_number,tenant_allotment_id,tenant_id,receipt_type,base_amount,processing_fee,is_deleted,is_locked,locked_by
ae2b63bb-a560-4b71-aeb1-02a5bb2c8274,00000000-0000-0000-0000-000000000001,2025-05-01,Import-Excel,1000.00,2026-07-24 12:25:16.78252+00,IMPORT/R25-05/00001-0,null,512163829057,01e02e8d-bc3a-4ec2-ae58-c2dad05312aa,0ed59f1c-35e8-8ae7-d0f3-3b5d4a2202fd,payment,0,0,false,false,null
1f8b7646-5f23-4a79-a747-2c9dcfdd3e86,00000000-0000-0000-0000-000000000001,2025-07-05,upi,1.00,2026-03-28 04:42:46.267553+00,VISTA/25-26/07/R00002,299c6734-7419-4bd9-8da3-71fedeee7d23,107577651705,83dd2c1e-368b-4c57-b9b8-fbcd6ae6ea9f,ec6bd398-2413-2c67-18db-10bdd92ee4f9,payment,0,0,false,false,null
fabc83a6-53a2-4e78-af07-7799b7810cf6,00000000-0000-0000-0000-000000000001,2025-08-02,upi,1.00,2026-03-28 04:42:46.267553+00,VISTA/25-26/08/R00003,299c6734-7419-4bd9-8da3-71fedeee7d23,109110249596,83dd2c1e-368b-4c57-b9b8-fbcd6ae6ea9f,ec6bd398-2413-2c67-18db-10bdd92ee4f9,payment,0,0,false,false,null
b13fc5a7-db68-4a04-a72f-eae28ba6d7de,00000000-0000-0000-0000-000000000001,2025-09-06,upi,1.00,2026-03-28 04:42:46.267553+00,VISTA/25-26/09/R00004,e4b192b6-9da9-485c-b5be-26f3de3bea71,110880473473,83dd2c1e-368b-4c57-b9b8-fbcd6ae6ea9f,ec6bd398-2413-2c67-18db-10bdd92ee4f9,payment,0,0,false,false,null
2a559cf1-fef5-4ba8-843b-d419fae2e68e,00000000-0000-0000-0000-000000000001,2025-09-30,upi,1.00,2026-03-28 04:42:46.267553+00,VISTA/25-26/09/R00005,e4b192b6-9da9-485c-b5be-26f3de3bea71,111986642671,29309a70-09a1-4c35-b877-ca27b04ec436,2794ccf7-4966-f00d-35d6-34ac17db73ea,payment,0,0,false,false,null
e5aab41d-a81b-412f-89f1-54972ea8c1cd,00000000-0000-0000-0000-000000000001,2026-02-06,upi,1.00,2026-03-28 04:42:46.267553+00,VISTA/25-26/02/R00006,e4b192b6-9da9-485c-b5be-26f3de3bea71,118264029010,7c23b4a5-63fa-47d1-8211-a565f6ed8ee9,2ac2da6e-0954-f906-32d7-a1f55477c590,payment,0,0,false,false,null
7e126467-5e16-4203-a73e-42e38ee2078a,00000000-0000-0000-0000-000000000001,2025-05-15,Import-Excel,8419.00,2026-07-24 12:25:16.78252+00,IMPORT/R25-05/00002-0,null,550150383372,01e02e8d-bc3a-4ec2-ae58-c2dad05312aa,0ed59f1c-35e8-8ae7-d0f3-3b5d4a2202fd,payment,0,0,false,false,null
96b8fe4f-c152-409e-9af9-22d7c6ca1e2f,00000000-0000-0000-0000-000000000001,2025-05-15,Import-Excel,21750.00,2026-07-24 12:25:16.78252+00,IMPORT/R25-05/00003-0,null,550150383372,01e02e8d-bc3a-4ec2-ae58-c2dad05312aa,0ed59f1c-35e8-8ae7-d0f3-3b5d4a2202fd,payment,0,0,false,false,null
9df03a08-d0b7-4ff5-95c9-3c014423e892,00000000-0000-0000-0000-000000000001,2025-05-15,Import-Excel,6081.00,2026-07-24 12:25:16.78252+00,IMPORT/R25-05/00004-0,null,550150383372,01e02e8d-bc3a-4ec2-ae58-c2dad05312aa,0ed59f1c-35e8-8ae7-d0f3-3b5d4a2202fd,payment,0,0,false,false,null
70c985b8-05a2-4db6-b5fd-59aca4ce56cc,00000000-0000-0000-0000-000000000001,2025-10-05,Import-Excel,23250.00,2026-07-24 12:25:16.78252+00,IMPORT/R25-10/00005-0,null,527805932893,025b834b-6af6-47c5-9e91-8ad4dd4f36c3,d3bef05d-1db4-2516-4e44-0c1b2d5ab25f,payment,0,0,false,false,null
42d57199-27da-4cf2-85db-f500fa72b15e,00000000-0000-0000-0000-000000000001,2026-07-25,upi,1000.00,2026-07-25 06:54:30.677812+00,VISTA/26-27/07/00110,e4b192b6-9da9-485c-b5be-26f3de3bea71,UPI-00930100002501-9212431447@PTYES-610908876602-SENT USING PAYTM UPI,21d670a9-7003-48a3-9542-b7615c12760f,2e7429df-04ff-40b8-8b77-da551c9573fa,booking,1000,0,false,false,null
9f4009d6-5b4f-4769-a354-18dfe9ed207a,00000000-0000-0000-0000-000000000001,2025-10-05,Import-Excel,13000.00,2026-07-24 12:25:16.78252+00,IMPORT/R25-10/00006-0,null,527805932893,025b834b-6af6-47c5-9e91-8ad4dd4f36c3,d3bef05d-1db4-2516-4e44-0c1b2d5ab25f,payment,0,0,false,false,null
0eaa9e80-21bd-461f-8879-b545a843cfc0,00000000-0000-0000-0000-000000000001,2025-10-05,Import-Excel,1000.00,2026-07-24 12:25:16.78252+00,IMPORT/R25-10/00007-0,null,527805932893,025b834b-6af6-47c5-9e91-8ad4dd4f36c3,d3bef05d-1db4-2516-4e44-0c1b2d5ab25f,payment,0,0,false,false,null
f1552fce-4c81-4b3a-9642-b1ab59750cab,00000000-0000-0000-0000-000000000001,2025-11-05,Import-Excel,17008.00,2026-07-24 12:25:16.78252+00,IMPORT/R25-11/00008-0,null,567591903026,025b834b-6af6-47c5-9e91-8ad4dd4f36c3,d3bef05d-1db4-2516-4e44-0c1b2d5ab25f,payment,0,0,false,false,null
ddad2611-dc9e-4388-b649-39603f8c89bb,00000000-0000-0000-0000-000000000001,2025-05-13,Import-Excel,2250.00,2026-07-24 12:25:16.78252+00,IMPORT/R25-05/00009-0,null,104734318535,04ee0754-17c8-4edc-a0c1-b1c000e6b2ce,2371838e-ccdb-787c-4fcf-71f0be68084b,payment,0,0,false,false,null
2f73b367-2859-4546-91be-d1feb4d7e5a1,00000000-0000-0000-0000-000000000001,2025-05-13,Import-Excel,6081.00,2026-07-24 12:25:16.78252+00,IMPORT/R25-05/00010-0,null,104734318535,04ee0754-17c8-4edc-a0c1-b1c000e6b2ce,2371838e-ccdb-787c-4fcf-71f0be68084b,payment,0,0,false,false,null
8076264c-63cc-4f79-801b-540e65081213,00000000-0000-0000-0000-000000000001,2025-05-13,Import-Excel,8419.00,2026-07-24 12:25:16.78252+00,IMPORT/R25-05/00011-0,null,104734318535,04ee0754-17c8-4edc-a0c1-b1c000e6b2ce,2371838e-ccdb-787c-4fcf-71f0be68084b,payment,0,0,false,false,null
8b1c999b-6c52-47ab-b04e-2ee5373a9d92,00000000-0000-0000-0000-000000000001,2025-06-07,Import-Excel,832.00,2026-07-24 12:25:16.78252+00,IMPORT/R25-06/00012-0,null,106072535703,04ee0754-17c8-4edc-a0c1-b1c000e6b2ce,2371838e-ccdb-787c-4fcf-71f0be68084b,payment,0,0,false,false,null
2c63e5d2-1447-4900-89a7-3bd043aec233,00000000-0000-0000-0000-000000000001,2025-06-07,Import-Excel,1591.00,2026-07-24 12:25:16.78252+00,IMPORT/R25-06/00013-0,null,106072535703,04ee0754-17c8-4edc-a0c1-b1c000e6b2ce,2371838e-ccdb-787c-4fcf-71f0be68084b,payment,0,0,false,false,null
696cc17b-d90a-4975-9539-01fdf94a7c12,00000000-0000-0000-0000-000000000001,2025-06-07,Import-Excel,177.00,2026-07-24 12:25:16.78252+00,IMPORT/R25-06/00014-0,null,106072535703,04ee0754-17c8-4edc-a0c1-b1c000e6b2ce,2371838e-ccdb-787c-4fcf-71f0be68084b,payment,0,0,false,false,null
ddd2da47-bfbc-4670-a54c-096bdd859986,00000000-0000-0000-0000-000000000001,2025-09-26,Import-Excel,1033.00,2026-07-24 12:25:16.78252+00,IMPORT/R25-09/00015-0,null,563578665917,08b359b3-caad-4e09-a957-8866ca7dba42,d123a096-4929-ff8c-4efa-a8e4543d3da7,payment,0,0,false,false,null
2bb13521-77f6-4e76-b036-9bc5d656a72a,00000000-0000-0000-0000-000000000001,2025-09-26,Import-Excel,1000.00,2026-07-24 12:25:16.78252+00,IMPORT/R25-09/00016-0,null,563578665917,08b359b3-caad-4e09-a957-8866ca7dba42,d123a096-4929-ff8c-4efa-a8e4543d3da7,payment,0,0,false,false,null
c7e5d680-d880-4163-8683-4f7217cf5e31,00000000-0000-0000-0000-000000000001,2025-09-30,Import-Excel,23250.00,2026-07-24 12:25:16.78252+00,IMPORT/R25-09/00017-0,null,563985004690,08b359b3-caad-4e09-a957-8866ca7dba42,d123a096-4929-ff8c-4efa-a8e4543d3da7,payment,0,0,false,false,null
7f645f7e-f85a-4744-bf81-ed9f6f9ebfcb,00000000-0000-0000-0000-000000000001,2025-10-07,Import-Excel,15638.00,2026-07-24 12:25:16.78252+00,IMPORT/R25-10/00018-0,null,564678282936,08b359b3-caad-4e09-a957-8866ca7dba42,d123a096-4929-ff8c-4efa-a8e4543d3da7,payment,0,0,false,false,null
23912988-cb4a-4b69-85da-901a78bb0c6f,00000000-0000-0000-0000-000000000001,2025-09-01,upi,1.00,2026-03-28 04:42:46.267553+00,VISTA/25-26/09/R00028,c048dfc9-697e-4116-8f17-8e2c30bcb640,524456765224,d7709bd6-1161-44ae-9f91-65c23c49cd71,af8d560f-407a-4e9b-49e9-88f54d8671f4,payment,0,0,false,false,null
c7261089-6da4-422d-9c27-d957b08cdc37,00000000-0000-0000-0000-000000000001,2025-11-07,Import-Excel,16740.00,2026-07-24 12:25:16.78252+00,IMPORT/R25-11/00019-0,null,531134384058,08b359b3-caad-4e09-a957-8866ca7dba42,d123a096-4929-ff8c-4efa-a8e4543d3da7,payment,0,0,false,false,null
0f0257ba-372d-4a0b-95ff-2a1272d5b007,00000000-0000-0000-0000-000000000001,2025-11-07,Import-Excel,1200.00,2026-07-24 12:25:16.78252+00,IMPORT/R25-11/00020-0,null,531134384058,08b359b3-caad-4e09-a957-8866ca7dba42,d123a096-4929-ff8c-4efa-a8e4543d3da7,payment,0,0,false,false,null
3143c98f-ae94-40fe-83ae-89f59eb7c714,00000000-0000-0000-0000-000000000001,2026-03-06,upi,1.00,2026-03-28 04:42:46.267553+00,VISTA/25-26/03/R00032,e4b192b6-9da9-485c-b5be-26f3de3bea71,606541169691,3aabe842-7390-4208-9bde-936af6f8b658,73715344-908a-b7fa-00cc-34358ffb16f0,payment,0,0,false,false,null
6682597d-f8ff-4b67-bf25-8f84495393e8,00000000-0000-0000-0000-000000000001,2026-02-16,upi,1.00,2026-03-28 04:42:46.267553+00,VISTA/25-26/02/R00033,e4b192b6-9da9-485c-b5be-26f3de3bea71,641383055839,0eaaeaef-9e94-4d72-ab6c-6f4fa8a5eb26,d225973a-f437-d98e-4e24-0fb32a7bfbe8,payment,0,0,false,false,null
6f37cea7-0c39-4fc5-92e5-44b497b04969,00000000-0000-0000-0000-000000000001,2025-11-07,Import-Excel,2250.00,2026-07-24 12:25:16.78252+00,IMPORT/R25-11/00021-0,null,531134384058,08b359b3-caad-4e09-a957-8866ca7dba42,d123a096-4929-ff8c-4efa-a8e4543d3da7,payment,0,0,false,false,null
8f3eb68f-38f5-4d2b-a534-6d333c20285c,00000000-0000-0000-0000-000000000001,2024-03-01,Import-Excel,28500.00,2026-07-24 12:25:16.78252+00,IMPORT/R24-03/00022-0,null,406140304691,09848a8b-4b46-4fc9-85b8-9a46fecdd91c,ac5ee6bc-de6f-6f5a-a196-731bff043dc7,payment,0,0,false,false,null
54f0fc0f-5a3f-4fd0-b3ee-710b64387d61,00000000-0000-0000-0000-000000000001,2026-02-12,upi,3.00,2026-03-28 04:42:46.267553+00,VISTA/25-26/02/R00036,e4b192b6-9da9-485c-b5be-26f3de3bea71,118555865740,43058d1d-6ce8-4ad0-9f04-48ad2efa67c4,733dd472-3b1e-dd43-76e5-082ddfe66c5b,payment,0,0,false,false,null
879956fa-abfe-41ec-b6b6-9dcbcd1b0157,00000000-0000-0000-0000-000000000001,2024-03-01,Import-Excel,19000.00,2026-07-24 12:25:16.78252+00,IMPORT/R24-03/00023-0,null,406140304691,09848a8b-4b46-4fc9-85b8-9a46fecdd91c,ac5ee6bc-de6f-6f5a-a196-731bff043dc7,payment,0,0,false,false,null
bff0f3cc-10e1-42eb-99fd-1e8b3bfc7b6b,00000000-0000-0000-0000-000000000001,2025-04-03,upi,3.00,2026-03-28 04:42:46.267553+00,VISTA/25-26/04/R00038,299c6734-7419-4bd9-8da3-71fedeee7d23,509305660867,26a0a5ca-7623-4406-8776-15d57ccb11fc,510cd475-6538-7d02-413c-1a0f553ba4e6,payment,0,0,false,false,null
995c6828-ef77-4e34-aa2f-871500b68eeb,00000000-0000-0000-0000-000000000001,2026-03-06,upi,5.00,2026-03-28 04:42:46.267553+00,VISTA/25-26/03/R00039,e4b192b6-9da9-485c-b5be-26f3de3bea71,109323167078,badc4f52-9209-4008-bcff-ed3cf3a3726f,890b32d9-f754-8150-5a18-8a21fcdf3828,payment,0,0,false,false,null
4ce08051-8751-4a92-91eb-a48cde803a2a,00000000-0000-0000-0000-000000000001,2025-12-09,upi,10.00,2026-03-28 04:42:46.267553+00,VISTA/25-26/12/R00040,e4b192b6-9da9-485c-b5be-26f3de3bea71,102174456739,a0c56020-2eb8-4b3c-80a2-f837b1555d64,25aa2406-e171-b558-8249-7a525d126d8f,payment,0,0,false,false,null
a9b50a0c-e5e4-4b24-a279-88459443561a,00000000-0000-0000-0000-000000000001,2026-02-02,upi,10.00,2026-03-28 04:42:46.267553+00,VISTA/25-26/02/R00041,e4b192b6-9da9-485c-b5be-26f3de3bea71,603339462176,ac6b528f-3e64-4f40-a65a-a073b663edd0,3b02f95a-b47e-1037-4f8a-f2f31e35c98e,payment,0,0,false,false,null
