invoice_id,tenant_id,allotment_id,bmonth,amount,risk,reasons,recommended_action
86e5d137-c011-46d2-a875-5c1c3fbf4d2e,0278721a-a690-833b-298a-16a351fb7a3a,6555e453-3efe-45a0-9b81-711fbf2d0726,2026-08,21918.0,0.9995085761578221,"prior overdue rate 100%; 3 prior unpaid; high amount ₹21,918; avg 66d late historically",Priority reminder + call
19037d32-55cb-4237-b522-85e3f50a2e4e,1b003ea3-bdcb-0416-c3c2-8ff60f2f65f5,419e1438-3ed5-4447-9f4c-68505b3371d9,2026-08,17856.0,0.9993878718903234,prior overdue rate 93%; 2 prior unpaid; avg 40d late historically,Priority reminder + call
41deea45-6941-40c1-a7f9-2abfc9f454e6,8aacbc78-5e56-b3c0-f8bc-fcb5490b94f3,d06e259b-0f3f-4c09-bc77-00ec39ab5924,2026-08,17360.0,0.9993019796954411,prior overdue rate 92%; 2 prior unpaid; avg 31d late historically,Priority reminder + call
4922bf0c-c19d-4dd2-9597-87a499327026,be84008a-74d3-3cc1-6fd6-bcef998f7bff,4ab14a0f-9437-43ed-9504-94985a2312ab,2026-08,21918.0,0.9992614440759233,"prior overdue rate 100%; 1 prior unpaid; high amount ₹21,918; avg 44d late historically",Priority reminder + call
a1431c50-73f7-4ef7-8f30-4b3e35295d3a,18d86801-3cb7-11d4-8b9d-433429296014,9c5f6705-4936-4bf4-91d9-8bd75b4c341b,2026-08,17856.0,0.9992457379668847,2 prior unpaid; avg 12d late historically,Priority reminder + call
51fb7d3b-e7d5-4467-aae1-ea6d0a1bc112,2794ccf7-4966-f00d-35d6-34ac17db73ea,29309a70-09a1-4c35-b877-ca27b04ec436,2026-08,20525.0,0.9991544016134809,"prior overdue rate 93%; 1 prior unpaid; high amount ₹20,525; avg 37d late historically",Priority reminder + call
19dc0228-5b12-4442-9df0-451eff381319,b19dfc6c-a5d5-734c-3d3d-6389c281b3bb,2ddbff71-425b-4f25-a932-e1bf574b2035,2026-08,17763.0,0.9990924063072406,prior overdue rate 96%; 1 prior unpaid; avg 29d late historically,Priority reminder + call
c22f19b3-ad18-460f-99f3-95a50e098f19,c09e703c-d287-38c8-d1c1-239145e17df9,d60bf084-22b7-4aeb-a8fd-b48b4786c6fd,2026-08,17050.0,0.9990750797606633,prior overdue rate 100%; 1 prior unpaid; avg 30d late historically,Priority reminder + call
a62aaf64-d00d-4f61-8c88-fcb7b26c60c8,618f174c-7c45-cb54-907b-cacc78483918,19cc5bbe-1012-4cbe-bea4-9ed7f1aa163e,2026-08,20798.0,0.9989953166284694,"prior overdue rate 100%; 2 prior unpaid; high amount ₹20,798; avg 36d late historically",Priority reminder + call
947357c4-f600-4b7e-903b-bf7d941e6d91,e17238d1-34ce-0cbb-4dc0-f65e60ff52f7,5c6e4440-a7b7-4d5b-baec-a422ba050dcd,2026-08,21484.0,0.9989450996924941,"prior overdue rate 94%; 1 prior unpaid; high amount ₹21,484; avg 34d late historically",Priority reminder + call
e607d174-3a31-443c-b1dd-c8ef3dd8c144,a4ef95bf-1c7c-4c4d-0497-ae38085af6cc,22638b59-a59b-46e7-86b9-34c7ea2d2847,2026-08,21360.0,0.9989414775321037,"prior overdue rate 80%; 2 prior unpaid; high amount ₹21,360; avg 33d late historically",Priority reminder + call
73820571-6a09-4b8c-b7dc-e57fe6b452a9,61031b0a-ef18-26aa-64b7-d412d7b3d276,99eb3f32-d53e-4470-ab2a-09ed6e9b3872,2026-08,17453.0,0.9989089564727024,prior overdue rate 54%; 1 prior unpaid; avg 18d late historically,Priority reminder + call
7caa5613-385a-4935-bc81-b2abe58c4d39,a6037691-771e-8146-3714-f9dedb8acbcc,9b2b3fe5-0f02-4525-a84a-61d6418d0fa4,2026-08,16577.0,0.9988900861520368,prior overdue rate 100%; 2 prior unpaid; avg 42d late historically,Priority reminder + call
17df809a-e3c8-4660-a618-00fb718563aa,aa88d180-8c53-dbe4-70de-ecf38130d3ce,ac2059a9-ac22-4c7c-94a1-cbc4cfbeb93d,2026-08,16298.0,0.9987028759237307,prior overdue rate 100%; 3 prior unpaid; avg 54d late historically,Priority reminder + call
8c1b2b32-a89d-418d-8bd5-589cf346951a,cf1318a5-0564-4af6-d90e-c3e76de1ef08,5268e485-491e-40b7-942f-61c133c796bb,2026-08,16926.0,0.9986244517606688,prior overdue rate 97%; 2 prior unpaid; avg 54d late historically,Priority reminder + call
e8afaa58-7e6a-4ecc-b5d9-133d63cd24c8,238b347e-e7e9-b1a3-31a8-a2f8fed99f55,3d2bb31e-a4e2-4d67-b934-8fbb641505da,2026-08,28042.0,0.9985785113800312,"prior overdue rate 100%; 2 prior unpaid; high amount ₹28,042; avg 53d late historically",Priority reminder + call
acbd44a3-80c4-40e7-afa6-98c8f38b3f4d,22a9494d-0e02-6fba-4aee-7947f1e6110b,a9694079-2985-486a-8cd6-bd3243751b22,2026-08,17918.0,0.9985544744555772,prior overdue rate 96%; 2 prior unpaid; avg 61d late historically,Priority reminder + call
70948315-5bad-4e2f-974b-1faf329588f5,5e901269-d116-cf62-7661-df859f5b02dc,a15489ed-053d-4793-b95b-de0cafc05473,2026-08,18228.0,0.9985006400632958,prior overdue rate 100%; 1 prior unpaid; avg 38d late historically,Priority reminder + call
30245d12-bd21-49c4-ae45-a40c062d4b7d,d225973a-f437-d98e-4e24-0fb32a7bfbe8,0eaaeaef-9e94-4d72-ab6c-6f4fa8a5eb26,2026-08,17825.0,0.9984729949594923,prior overdue rate 89%; 1 prior unpaid; avg 29d late historically,Priority reminder + call
81d246b6-f3c1-4583-b607-5daef9b4c847,e6dde6a9-4da9-d1a2-802a-faf5db207e8e,948c83b1-ecc1-440f-9997-479b290ef8a0,2026-08,17008.0,0.9983518683713068,prior overdue rate 71%; 1 prior unpaid; avg 22d late historically,Priority reminder + call
4d8855ba-1d44-4205-8313-7ce66c5b90b8,8123af5e-305b-80f8-20db-4d54b7f628c7,e42d2bdf-7c18-4bd9-982c-de09a231f52f,2026-08,17228.0,0.9982765827673648,prior overdue rate 100%; 2 prior unpaid; avg 40d late historically,Priority reminder + call
378406d3-a568-4e6e-b0e5-b227fd54a34d,ec6bd398-2413-2c67-18db-10bdd92ee4f9,83dd2c1e-368b-4c57-b9b8-fbcd6ae6ea9f,2026-08,27453.0,0.9982215328078944,"prior overdue rate 100%; 1 prior unpaid; high amount ₹27,453; avg 28d late historically",Priority reminder + call
4fe15f27-ed95-4c07-86e8-12ecdee9eb7a,950dd22f-78fa-d205-48b3-fe5a5cc7438e,62887698-aebf-475f-9c98-0a212110dd24,2026-08,16957.0,0.9981538609661016,prior overdue rate 85%; 1 prior unpaid; avg 24d late historically,Priority reminder + call
ead95cb8-9eb4-4ac2-acc5-66810d5e666d,4628a4bf-d4c5-9e5d-471c-271b9f3e7d03,460261c6-c1c2-4654-81fa-19637f3602a8,2026-08,16957.0,0.9981028036008565,prior overdue rate 65%; 1 prior unpaid; avg 12d late historically,Priority reminder + call
bda00ae0-464b-4e7a-8f69-f9c93800b761,d751c131-c1c9-4f5c-88f8-7e4c6cb710b3,452510c9-42bd-481f-b8df-4cfcdf59bb2f,2026-08,16701.0,0.9980238221223587,prior overdue rate 100%; 2 prior unpaid; avg 36d late historically,Priority reminder + call
704e6f54-2096-449c-a9f1-6fb45a33920a,31f3f7a3-5dc4-21cd-ba54-b41347a7822a,2d403254-d4e3-484a-ab66-492809785e47,2026-08,17104.0,0.9978403534673579,prior overdue rate 84%; 1 prior unpaid; avg 33d late historically,Priority reminder + call
92807ea0-6057-476f-9a13-eb18af0a8e68,8e39a9bd-3317-b2a6-22a6-16fa4cab9632,14f9659a-5710-47bd-945d-74b61d0ed70a,2026-08,18145.0,0.9977403488057728,prior overdue rate 88%; 1 prior unpaid; avg 64d late historically,Priority reminder + call
2e6c665f-33ff-4e4c-9ae0-392d7bf9c830,79e31f6f-69dc-a40c-27d7-3f076878f83c,a0cd9c66-c067-4001-ad7b-586b6c15537e,2026-08,16856.0,0.9977273078124004,2 prior unpaid; avg 13d late historically,Priority reminder + call
f0e5358e-cade-4dd6-acad-fb8a15a4ef11,f70ae790-e17b-aca8-a21a-82ddd895450b,53e90bf9-8b82-4fc9-ac46-406163bf802d,2026-08,21025.0,0.9971471156964934,"prior overdue rate 75%; 1 prior unpaid; high amount ₹21,025; avg 140d late historically",Priority reminder + call
5500d6f6-e9d2-42bd-bbd0-049971bea7bf,c02eb961-2471-c285-9c28-fb9a12aaf70a,c1c258d3-0750-49fb-8d6a-a5a84de41974,2026-08,21825.0,0.9971369945031665,"prior overdue rate 80%; 1 prior unpaid; high amount ₹21,825; avg 20d late historically",Priority reminder + call
82e6ad89-6a9f-4258-9a6c-19540fa3ca4a,af12a12c-92bf-088b-3073-292fe4dfc478,bdc2c4ae-b9b2-4aa7-b8bd-01fdd0145e27,2026-08,22042.0,0.9969913208206347,"prior overdue rate 93%; 1 prior unpaid; high amount ₹22,042; avg 27d late historically",Priority reminder + call
698d6164-ccb6-48f9-9704-3efafc4973de,71a9340d-9832-4609-a110-d9b5aaffc020,f70dca28-1fc9-495a-aa3b-8966f09e7f57,2026-08,22538.0,0.9968405110853513,"prior overdue rate 100%; 1 prior unpaid; high amount ₹22,538; avg 21d late historically",Priority reminder + call
93066ec2-cba5-4b0c-8a14-6e1b090f68f5,630c8120-bdbc-832c-24ca-aca9e6b49891,cdbd0a31-d685-4189-af7e-25c08d80399b,2026-08,17484.0,0.9967610242613362,prior overdue rate 100%; 1 prior unpaid; avg 20d late historically,Priority reminder + call
9bf0df1d-2539-4873-99b1-b5ac3bc52b22,87a1e515-e2e0-110f-05d1-04f5a83c066a,a089c1bf-e6c1-4700-b4bd-52304e5c006f,2026-08,17484.0,0.9966929469730317,prior overdue rate 100%; 1 prior unpaid; avg 26d late historically,Priority reminder + call
4930fcaa-2907-4794-b322-8af3d1cec975,04ba1c6f-6c06-819d-9ecc-a0c5f795b922,cbde9bdc-2d51-4e5d-a732-1df1160c4b74,2026-08,17298.0,0.9966160233701796,prior overdue rate 80%; 1 prior unpaid; avg 23d late historically,Priority reminder + call
0b28c63a-d7ba-4590-ac1f-59e03610e3a7,55e6e452-fae2-a5ac-3c12-21424bffbcac,6f08860a-522c-400d-b39a-2c974ff6f3cf,2026-08,14740.0,0.9964221563341266,prior overdue rate 100%; 2 prior unpaid; avg 50d late historically,Priority reminder + call
c99c69b7-1dac-4e81-919a-034e3b826d6f,cda37b51-1bbc-af0d-a560-49af88fdc751,467a4a8e-2db8-4bd3-a0b3-e4d37731be26,2026-08,16577.0,0.9963964599279206,prior overdue rate 78%; 1 prior unpaid; avg 34d late historically,Priority reminder + call
e6821015-3a40-4e78-baca-08c8c7a4ec8f,25aa2406-e171-b558-8249-7a525d126d8f,a0c56020-2eb8-4b3c-80a2-f837b1555d64,2026-08,20856.0,0.9963216828030439,"prior overdue rate 89%; 1 prior unpaid; high amount ₹20,856; avg 27d late historically",Priority reminder + call
1b45684c-2a4a-4932-b6d8-957a64f28ba6,21e237d1-286e-324e-0cef-45725d629768,a6e807f3-afdf-44ff-b5cb-81a3f0906217,2026-08,17701.0,0.9962993561825182,prior overdue rate 100%; 1 prior unpaid; avg 25d late historically,Priority reminder + call
2ae3cdd6-ed08-4fb2-b25f-d1860fc8f487,bdcc24e3-6077-3ea9-b25e-2747d0f07be7,34b48e10-aa34-478c-954d-06259adb5384,2026-08,18251.0,0.996228864792175,prior overdue rate 61%; 1 prior unpaid; avg 22d late historically,Priority reminder + call
