month,tenant_id,allotment_id,churn,p_ml,p_base
2024-01,d167a28c-1755-6bbc-04ce-5bc1920c8322,cb58257c-05da-4740-9e71-a5571f113c54,0,0.11452746161118793,0.533299631591809
2024-01,bd04a926-a2e3-1aed-8a8a-1cd736cd0fcf,fa47803a-157d-4335-ba90-f00c05d3c5e3,0,0.04415679519516817,0.64606269646755
2024-01,1fc0c3bb-f35c-8d5d-a4fa-a9c1723cd8ab,da0cb449-71d9-43bd-b4ee-69b6ed8c0f68,0,0.02018669184809212,0.29192364170337737
2024-01,2794ccf7-4966-f00d-35d6-34ac17db73ea,29309a70-09a1-4c35-b877-ca27b04ec436,0,0.00466334790029035,0.6375586854460094
2024-01,df5ea39c-c069-5211-271d-f0d3831adefa,3394785d-ad9b-442e-9c87-3ab4f47b1876,0,0.008542483278022164,0.26009389671361505
2024-01,ca5764bb-68cb-aca1-8368-dc3e80f681ac,d777fad1-3294-45a8-9b9f-a4db1dc1787b,0,0.06624632997385585,0.7243243243243243
2024-01,b9bd81f4-f07a-df06-c103-c4dbb5236184,26ec2515-a68d-4281-86b2-efe7e4c688fa,0,0.016527794771007468,0.6735187239235774
2024-01,cf1318a5-0564-4af6-d90e-c3e76de1ef08,5268e485-491e-40b7-942f-61c133c796bb,0,0.03793333374970964,0.6637254901960784
2024-01,c09e703c-d287-38c8-d1c1-239145e17df9,d60bf084-22b7-4aeb-a8fd-b48b4786c6fd,0,0.030924698225204727,0.5653905053598776
2024-01,c852dd54-9779-3528-3d0b-6a92cab8c45f,616effe0-2c07-4b9e-81b6-dc30cecd447a,0,0.07474842573786054,0.5024920009981202
2024-01,b3a1f140-1cfd-8677-8554-de7aaea5a007,03f784f3-5e39-4f6d-9192-43b724d68fcf,0,0.06695951661236389,0.40104880177212654
2024-01,ea1c4226-abaa-0255-5077-503a78c3b2ff,abadcc8e-a1c4-402e-90b1-23cd3c4dcf00,0,0.12691882497371118,0.5209661713710249
2024-01,0bf6d7d9-a9c2-d7bf-ca36-abc55ae462e0,38bf3373-724a-476b-97ef-ff29115bc036,0,0.09501773677948404,0.44335999376484725
2024-01,bf46b9e6-83d0-c4a0-a0af-0a7effeaee30,b9eed860-8d09-4150-a723-dbc761073c5d,0,0.0977061177391702,0.4526767639511826
2024-01,f446fec2-fa90-7fab-9aee-46beda17b135,3a3ba4c0-5120-465d-8089-741506cc0adb,1,0.07474842573786054,0.5052891132387236
2024-01,2d732934-6a6e-e41c-d60c-fd6fe935e3df,a89f3caa-40a6-4c67-a7c5-a35a16f96d24,1,0.005739916336270533,0.363961038961039
2024-01,35f948f3-e8ec-6058-cf56-5561dd2379b3,51d487a4-362a-4bd9-a6a6-9dc3ef618cf6,0,0.12411115566773018,0.7800946876423983
2024-01,2a58151b-3aea-8f37-a254-56432cd03704,6eeeaa8d-a857-4a5d-bc20-06d00edbaedc,0,0.0015256909332790705,0.6596153846153847
2024-01,0c869ab0-6a8e-0fdf-0bdf-20ca57cb67cd,4d963ab3-10bd-442e-9324-ca8a5b0bf68f,0,0.05649268490077203,0.529074279479133
2024-01,43c50db7-bbd5-a3ee-044a-5ad9f847c9bf,f146269c-fbd2-4dea-aa16-c899ddebf093,0,0.1161904247191886,0.5514623391806255
2024-01,1e6f84f8-d2d4-2602-e11e-bf9f79587a60,d937a5c0-aca3-43f3-85dc-76e55bbc556b,0,0.09227690827303905,0.8066143864310046
2024-01,0a550b32-ac5f-efb6-6d3b-e9975e20a82d,95855f3f-2de6-4518-923a-d6bb61e6edd7,0,0.0014391069204907206,0.08674698795180723
2024-01,4628a4bf-d4c5-9e5d-471c-271b9f3e7d03,460261c6-c1c2-4654-81fa-19637f3602a8,0,0.014159804711756886,0.2930392505632634
2024-01,ed0e80c8-52c7-1977-91c1-c22e879c6cb6,279f73e8-7318-4266-87f1-059d87d91e6c,0,0.08063757014659186,0.38469387602091965
2024-01,36d4dedb-75eb-6f4f-03fa-79d0875789aa,a825175d-67cd-4efa-9cb3-dcb18e3beabe,0,0.10028715413675977,0.40729210126131116
2024-01,cf113dbe-9b8a-ec33-b15d-119c190dfc67,697875ab-bb4c-4ac9-8234-0c473478b420,1,0.16415469107973205,0.5914903868616832
